City_Name,City_Lat,City_Long,Temperature,Humidity,Cloudiness,Wind_Speed,Country,Date
Mareeba,-17.0,145.4333,84.42,67,18,4.59,AU,2021-06-17 05:05:18
Moreira Sales,-24.0622,-53.0069,54.68,83,58,3.98,BR,2021-06-17 05:05:19
Corning,42.1428,-77.0547,45.99,88,1,3.44,US,2021-06-17 05:05:19
Monroe,43.1501,-77.6831,51.13,70,1,6.91,US,2021-06-17 05:00:26
Chak One Hundred Twenty Nine Left,30.4333,73.05,95.5,32,1,4.25,PK,2021-06-17 05:05:20
Vao,-22.6667,167.4833,71.67,76,55,8.19,NC,2021-06-17 05:05:21
Xining,36.6167,101.7667,53.29,73,100,3.33,CN,2021-06-17 05:05:21
Lilongwe,-13.9669,33.7873,57.63,70,2,0.92,MW,2021-06-17 05:05:22
Awka,6.2101,7.0741,72.73,97,99,3.69,NG,2021-06-17 05:05:22
JamundÃ­,3.2607,-76.535,67.96,89,56,0.56,CO,2021-06-17 05:05:22
Mikuni,36.2171,136.1519,71.26,79,61,9.55,JP,2021-06-17 05:05:23
Grand Gaube,-20.0064,57.6608,71.38,82,17,5.99,MU,2021-06-17 05:05:23
Kibondo,-3.5864,30.7203,62.83,65,100,2.08,TZ,2021-06-17 05:05:23
Manta,-0.95,-80.7333,73.18,88,75,11.5,EC,2021-06-17 05:05:24
Bintulu,3.1667,113.0333,84.16,69,68,5.75,MY,2021-06-17 05:05:24
Sai Buri,6.7013,101.6168,91.81,62,32,2.98,TH,2021-06-17 05:05:25
Lodja,-3.4833,23.4333,64.71,51,74,1.92,CD,2021-06-17 05:05:25
Barcelona,41.3888,2.1590000000000003,74.95,74,20,1.01,ES,2021-06-17 05:05:04
Kaeo,-35.1,173.7833,60.33,78,8,6.06,NZ,2021-06-17 05:05:25
TucuruÃ­,-3.7661,-49.6725,77.72,75,95,2.51,BR,2021-06-17 05:04:30
Salina,38.8403,-97.6114,79.12,56,1,4.0,US,2021-06-17 05:04:25
Saint-Joseph,-21.3667,55.6167,69.76,79,29,12.75,RE,2021-06-17 05:05:26
Biltine,14.5333,20.9167,82.17,51,28,1.14,TD,2021-06-17 05:05:27
Atlantic City,39.3643,-74.4229,59.86,71,1,3.44,US,2021-06-17 05:05:27
Bloomfield,40.8068,-74.1854,59.92,53,1,1.01,US,2021-06-17 05:04:46
Vicam,27.6333,-110.2833,89.65,45,21,5.26,MX,2021-06-17 05:05:28
Liverpool,53.4106,-2.9779,57.27,75,100,1.99,GB,2021-06-17 05:05:28
Phek,25.6667,94.5,77.63,56,90,3.09,IN,2021-06-17 05:05:29
Fare,-16.7,-151.0167,80.06,78,98,22.08,PF,2021-06-17 05:05:29
Ambilobe,-13.2,49.05,72.54,64,61,3.96,MG,2021-06-17 05:05:29
Berbera,10.4396,45.0143,94.59,36,89,21.09,SO,2021-06-17 05:05:30
Arrondissement de Saint-Gaudens,43.0833,0.6667,65.59,79,94,5.55,FR,2021-06-17 05:05:30
Las Vegas,36.175,-115.1372,101.03,10,1,11.5,US,2021-06-17 05:03:29
Alice Town,25.7167,-79.3,77.65,81,100,18.03,BS,2021-06-17 05:05:32
Nueve de Julio,-35.4444,-60.8831,36.72,75,100,4.68,AR,2021-06-17 05:05:32
Non Sung,15.1801,102.2569,93.22,45,37,13.0,TH,2021-06-17 05:05:32
Brigantine,39.4101,-74.3646,60.39,72,1,3.44,US,2021-06-17 05:05:33
Duku,11.2361,4.9073,76.35,76,100,9.4,NG,2021-06-17 05:05:33
Araripina,-7.5761,-40.4983,64.24,77,24,6.42,BR,2021-06-17 05:05:34
Willmar,45.1219,-95.0433,77.95,50,40,5.75,US,2021-06-17 05:05:34
Larap,14.299000000000001,122.6504,93.31,52,14,2.39,PH,2021-06-17 05:05:34
Ternate,0.8,127.4,83.1,73,23,3.96,ID,2021-06-17 05:05:35
Pimentel,-6.8367,-79.9342,66.65,85,96,12.26,PE,2021-06-17 05:05:35
PoopÃ³,-18.3667,-66.9667,35.11,35,29,1.72,BO,2021-06-17 05:05:36
Zastron,-30.3023,27.084,41.41,61,76,2.1,ZA,2021-06-17 05:05:36
ChÄbua,27.4825,95.1736,91.35,66,75,4.61,IN,2021-06-17 05:05:36
Katobu,-4.9408,122.5276,84.58,66,96,6.4,ID,2021-06-17 05:05:37
Kota Belud,6.351,116.4305,87.66,72,42,6.93,MY,2021-06-17 05:05:37
Kalianget,-7.05,113.9333,85.1,68,89,9.91,ID,2021-06-17 05:05:37
Benxi,41.2886,123.765,64.72,97,100,4.56,CN,2021-06-17 05:05:38
Santa VitÃ³ria do Palmar,-33.5189,-53.3681,51.19,81,100,10.58,BR,2021-06-17 05:03:51
SÃ£o FÃ©lix do Xingu,-6.6447,-51.995,74.48,72,86,0.81,BR,2021-06-17 05:05:39
Salinas,36.6777,-121.6555,61.34,67,1,8.05,US,2021-06-17 05:05:29
Nabire,-3.3667,135.4833,82.78,74,62,4.7,ID,2021-06-17 05:05:39
Altamira,-3.2033,-52.2064,72.88,97,53,1.63,BR,2021-06-17 05:05:40
NarganÃ¡,9.4428,-78.5906,80.17,82,11,2.84,PA,2021-06-17 05:05:40
LadÃ¡rio,-19.0047,-57.6017,65.95,69,66,5.06,BR,2021-06-17 05:01:10
Gezing,47.9178,13.1299,62.82,76,20,4.61,AT,2021-06-17 05:05:41
Yuanping,38.7153,112.7575,79.05,25,62,9.66,CN,2021-06-17 05:05:09
Aquin,18.2833,-73.4,80.28,80,74,4.7,HT,2021-06-17 05:05:42
Lubumbashi,-11.6609,27.4794,47.82,69,2,3.13,CD,2021-06-17 05:03:33
Varna,43.2167,27.9167,65.17,93,75,8.05,BG,2021-06-17 05:04:49
Grand-Lahou,5.1367,-5.0242,76.15,88,87,8.12,CI,2021-06-17 05:05:44
BÃ©tarÃ© Oya,5.6,14.0833,65.86,99,100,1.7,CM,2021-06-17 05:05:45
Palu,-0.8917,119.8707,85.28,78,32,3.33,ID,2021-06-17 05:05:45
Puntarenas,9.9763,-84.8384,80.53,84,98,2.73,CR,2021-06-17 05:05:45
Lusambo,-4.9667,23.45,61.5,51,90,1.66,CD,2021-06-17 05:05:46
Antsohihy,-14.8796,47.9875,74.19,58,45,10.98,MG,2021-06-17 05:05:46
Zhaotong,27.3167,103.7167,80.46,55,92,4.34,CN,2021-06-17 05:05:47
Taoudenni,22.6783,-3.9836,93.24,10,20,3.49,ML,2021-06-17 05:05:47
Barra dos Coqueiros,-10.9089,-37.0386,75.22,83,20,4.61,BR,2021-06-17 05:05:47
Kendari,-3.945,122.4989,83.21,71,95,1.25,ID,2021-06-17 05:05:48
PiaÃ§abuÃ§u,-10.4056,-36.4344,73.35,82,30,6.42,BR,2021-06-17 05:05:48
